subgraph,query_time_class,count
<http://www.wikidata.org/entity/Q27686>,5_more_10s,508
<http://www.wikidata.org/entity/Q7604686>,3_100ms_to_1s,135
<http://www.wikidata.org/entity/Q7075>,5_more_10s,488
<http://www.wikidata.org/entity/Q9826>,1_less_10ms,1579
<http://www.wikidata.org/entity/Q189004>,4_1s_to_10s,7406
<http://www.wikidata.org/entity/Q1580166>,2_10ms_to_100ms,816
<http://www.wikidata.org/entity/Q26703203>,1_less_10ms,4
<http://www.wikidata.org/entity/Q1134686>,5_more_10s,42
<http://www.wikidata.org/entity/Q7187>,2_10ms_to_100ms,456246
<http://www.wikidata.org/entity/Q81505329>,2_10ms_to_100ms,3050
<http://www.wikidata.org/entity/Q5633421>,4_1s_to_10s,3323
<http://www.wikidata.org/entity/Q22698>,4_1s_to_10s,11992
<http://www.wikidata.org/entity/Q13417114>,1_less_10ms,351
<http://www.wikidata.org/entity/Q1302249>,1_less_10ms,21
<http://www.wikidata.org/entity/Q532>,1_less_10ms,6018
<http://www.wikidata.org/entity/Q131681>,4_1s_to_10s,11640
<http://www.wikidata.org/entity/Q59541917>,3_100ms_to_1s,1419
<http://www.wikidata.org/entity/Q2151232>,1_less_10ms,138
